"cc","autocorr_coef","mean","stdev","skewness","kurtosis","mean_ar","var_ar","skewness_ar","kurtosis_ar","pop","p1","p2","mu2","mu3","v1","v2","v3","m2","m3","m4","p3"
"uql",0.5,0,0.125469546567933,-0.385875827993832,19.0742439081741,0,0.0157426071159627,-0.385875827993832,19.0742439081741,0.22573787230067,0.939836671180918,0.00443139995908581,0.358482967585816,-0.228257082087745,0.088646946772709,0.58686784903401,0.240584584636586,0.0157426071159627,-0.000762188795027919,0.00472716374125981,0.944268071140004
"279",0.5,0,0.129686591548647,-0.832069635224199,11.5677800498131,0,0.0168186120275057,-0.832069635224199,11.5677800498131,0.48860769928433,0.995497072015225,0.000743997763743991,-0.424041317149431,-0.445094017250343,0.121856335821911,0.740170825947908,0.445632595739746,0.0168186120275057,-0.00181486741049329,0.00327212832306549,0.996241069778969
"ycr",0.5,0,0.130287745195418,-1.99586370591864,11.5882107789718,0,0.0169748965481061,-1.99586370591864,11.5882107789718,0.509987839264795,0.799007182904685,0.193230691957499,-0.150388418812498,-0.159976772647452,0.0548942097275639,0.191759260747751,0.473970973274609,0.0169748965481061,-0.00441409407751973,0.00333910947869761,0.992237874862184
"4q9",0.5,0,0.0252513635770042,-1.22679589166636,12.1616800534162,0,0.000637631362498055,-1.22679589166636,12.1616800534162,0.316441249335185,0.986334581479393,0.0102393597344428,-0.101663906199037,-0.0256241083344397,0.0217047856235754,0.0491544620170581,0.106502094997816,0.000637631362498055,-1.97527159310308e-05,4.94461991962917e-06,0.996573941213836
"zmt",0.5,0,0.0456817148947951,0.159245728754569,18.5146060227766,0,0.00208681907572934,0.159245728754569,18.5146060227766,0.135213233530521,0.939878982269825,0.0397814606564441,-0.138043144698392,0.159636507011043,0.0224365884029427,0.0593834012778638,0.0970663044616341,0.00208681907572934,1.51808115675967e-05,8.06276628246669e-05,0.979660442926269
"t19",0.5,0,0.073189945173998,-1.83573357685593,15.6353678543262,0,0.00535676807457283,-1.83573357685593,15.6353678543262,0.554031825857237,0.980922738114085,0.0183596132086635,-0.344527063139443,0.131961819490129,0.0543556839885814,0.0664822400420044,0.45120853010113,0.00535676807457283,-0.000719720572984882,0.000448656320908189,0.999282351322749
"2hj",0.5,0,0.114503205613165,-1.01401926646409,17.9095460634903,0,0.0131109840956907,-1.01401926646409,17.9095460634903,0.405302519910038,0.991589568516674,0.00315861092654294,-0.672588800298888,0.366540223216238,0.10126937683359,0.417176832226795,0.221440073167306,0.0131109840956907,-0.00152229612738118,0.00307861342914346,0.994748179443217
"qrk",0.5,0,0.12185899483614,0.247260502473635,9.08664756992252,0,0.0148496146224745,0.247260502473635,9.08664756992252,0.430965592851862,0.849625380569653,0.0218609995071372,0.0134675018609323,0.0782437903639002,0.0984463681639931,0.390960016723001,0.135428384769887,0.0148496146224745,0.000447432495189663,0.00200370623693201,0.87148638007679
"bsm",0.5,0,0.11291238771695,1.65136883201144,13.1769548867323,0,0.0127492072999429,1.65136883201144,13.1769548867323,0.663546196417883,0.985246035085185,0.0129097893574999,0.402251297718794,0.893825008430241,0.0946333306633644,0.152629487464382,0.0913314698887338,0.0127492072999429,0.00237721716540204,0.00214181238004573,0.998155824442685
"m32",0.5,0,0.134336452106214,2.47731526214401,16.290509430808,0,0.0180462823644851,2.47731526214401,16.290509430808,0.385980812134221,0.839407277077256,0.0288454898160986,0.629385255887414,-0.133182418933247,0.0415449063157619,0.0628470749277813,0.143680265194027,0.0180462823644851,0.00600568985648495,0.00530530262941033,0.868252766893355
"v2j",0.5,0,0.119121194225337,-1.61333968260467,14.8039055451827,0,0.0141898589136705,-1.61333968260467,14.8039055451827,0.827645690413192,0.981153305595788,0.0132591155568389,-0.229010464109384,-0.550876902401347,0.0976057992059828,0.412616094688435,0.16708921176731,0.0141898589136705,-0.00272704894161473,0.00298079741035865,0.994412421152627
"pe5",0.5,0,0.114152132589553,1.41108552263405,10.3867670974137,0,0.0130307093747429,1.41108552263405,10.3867670974137,0.965137233957648,0.736571449640774,0.259409136127096,0.120558855778449,0.144789345909187,0.0578213592175565,0.127463223830889,0.528144684086805,0.0130307093747429,0.00209896609938819,0.00176366668406887,0.99598058576787
"p0l",0.5,0,0.123051242769385,0.632163976867879,15.6849833021621,0,0.0151416083470901,0.632163976867879,15.6849833021621,0.157852787524462,0.903838678203558,0.0744035843458533,-0.21742837474044,0.159218776311995,0.0817590370993028,0.09255866411365,0.440120669680628,0.0151416083470901,0.00117784395464163,0.00359606950955067,0.978242262549412
"0bl",0.5,0,0.13744341602584,1.01084992761489,7.30709214038923,0,0.0188906926088523,1.01084992761489,7.30709214038923,0.377978531876579,0.654201411647538,0.0173681555137957,0.0806120237860717,0.0774304983540297,0.0708135389072096,0.387520238860067,0.17291196098506,0.0188906926088523,0.00262457208967127,0.002607596239798,0.671569567161334
"fpo",0.5,0,0.0994355227891657,-0.87461119214855,6.23208579751781,0,0.00988742319235469,-0.87461119214855,6.23208579751781,0.552290104329586,0.915519417249497,0.066181457457929,-0.0990604549874678,-0.331709782416682,0.0838032170848497,0.0692650564257401,0.128719725968592,0.00988742319235469,-0.000859883696645668,0.00060925579584446,0.981700874707426
"sc5",0.5,0,0.139755878495854,0.0232595593678948,10.2365639847558,0,0.019531705574148,0.0232595593678948,10.2365639847558,0.0797209795564413,0.776306368394925,0.206453812507219,0.125925736722143,-0.490547804344602,0.0630368578597836,0.195559057163743,0.206166730459019,0.019531705574148,6.34909370277962e-05,0.00390512143484125,0.982760180902144
"5kj",0.5,0,0.103143032474856,-0.21088482430398,6.96077894348953,0,0.0106384851481092,-0.21088482430398,6.96077894348953,0.495837566675618,0.742056823627203,0.217590495233041,-0.148209754353207,0.186240569189322,0.0342766981095081,0.0812731512918867,0.181254102252173,0.0106384851481092,-0.000231400884998287,0.000787802627848519,0.959647318860244
"x0r",0.5,0,0.0717431575326765,0.854127046101156,7.88370185401164,0,0.00514708065275844,0.854127046101156,7.88370185401164,0.0452195457182825,0.807840662148553,0.184943563401324,-0.0951003134013435,0.264662640551978,0.0545508548077151,0.00781875191830198,0.185926635740075,0.00514708065275844,0.000315401630697594,0.000208858492400983,0.992784225549876
"qti",0.5,0,0.111296916922855,0.219913818134452,8.63050607104729,0,0.0123870037165329,0.219913818134452,8.63050607104729,0.308722718851641,0.729841813705477,0.0211942907083946,-0.229447042636725,0.0559205268338103,0.0517818519734852,0.212996414890964,0.173121674180684,0.0123870037165329,0.000303180957819558,0.00132424639152249,0.751036104413871
"khe",0.5,0,0.093370570401487,0.916056457103746,9.04970785052743,0,0.00871806341709904,0.916056457103746,9.04970785052743,0.123675879091024,0.887247931816965,0.0610701353129672,-0.153616858857966,0.15960306022619,0.0639775511675578,0.0804410632401654,0.193354839172249,0.00871806341709904,0.000745679624188901,0.00068781969447578,0.948318067129933
"1fj",0.5,0,0.144822922217111,0.387759195450762,16.3558470619309,0,0.0209736787995034,0.387759195450762,16.3558470619309,0.99009449314326,0.921843007102018,0.0560500291040766,0.113793459124233,-0.212528464795291,0.0892588309946183,0.403553030649661,0.354220739727795,0.0209736787995034,0.00117780671145167,0.00719485865348193,0.977893036206094
"zik",0.5,0,0.139690521637323,0.391439764141327,3.07367544023394,0,0.0195134418353075,0.391439764141327,3.07367544023394,0.0445842230692506,0.738438426833676,0.196012956463183,0.203345070753534,-0.221313166486032,0.0860582286453136,0.0885178556590046,0.0701798701213347,0.0195134418353075,0.00106700328969389,0.00117037695923286,0.934451383296859
"f4l",0.5,0,0.131551506592181,-0.791896558255973,9.89279541019933,0,0.0173057988866726,-0.791896558255973,9.89279541019933,0.824359725927934,0.642175999304942,0.35187800555529,0.130828496078237,-0.78882075023172,0.0594672791188726,0.0861759123746236,0.0790323843065033,0.0173057988866726,-0.0018028348058483,0.00296279997608571,0.994054004860232
"s_4",0.5,0,0.126432860988155,-0.996162260203705,8.86065912045758,0,0.0159852683376501,-0.996162260203705,8.86065912045758,0.350472442107275,0.936156191776916,0.0250107700435274,0.152291894843509,-0.346214155240873,0.0923531117651545,0.233085247709182,0.183525408729101,0.0159852683376501,-0.00201330689488219,0.00226415362616649,0.961166961820443
"_2d",0.5,0,0.0637561397140836,0.0485371103248695,3.4680785514841,0,0.00406484535124175,0.0485371103248695,3.4680785514841,0.338055085856467,0.867104633158415,0.000630239385588954,0.289979522385416,0.084562178939533,0.0572916367687773,0.183884513783296,0.0193642381297321,0.00406484535124175,1.25788216033476e-05,5.73029499895832e-05,0.867734872544004
"x0c",0.5,0,0.125444311642412,1.28962140911419,16.9898561472119,0,0.0157362753234385,1.28962140911419,16.9898561472119,0.382023679092526,0.908572009042487,0.0794145814006786,-0.127149653601536,0.50766940213378,0.088462243176949,0.188900735694504,0.340727809978696,0.0157362753234385,0.00254574648289841,0.00420720421200758,0.987986590443166
"f82",0.5,0,0.114887220752785,-1.56373223209275,14.6585440136387,0,0.0131990734922992,-1.56373223209275,14.6585440136387,0.839485046686605,0.939157605778093,0.0249113437913106,0.273017975127559,-0.329427870403728,0.0723588859344897,0.133003447698369,0.23932183896932,0.0131990734922992,-0.00237125117218712,0.00255374617641631,0.964068949569404
"jy8",0.5,0,0.0990757378115476,-1.11102214627401,17.4300213384888,0,0.00981600182290253,-1.11102214627401,17.4300213384888,0.898174382513389,0.837559315101188,0.1211113499937,0.0642176330182416,-0.266907473158583,0.0154842439736496,0.195588117092597,0.192136472512606,0.00981600182290253,-0.00108049972697574,0.00167945038989778,0.958670665094888
"dov",0.5,0,0.0846934548154709,1.95502325644174,18.4433440772858,0,0.00717298128858021,1.95502325644174,18.4433440772858,0.433613485656679,0.941157348013993,0.0190684619797256,0.230708438509545,-0.067224838577876,0.0673383871936187,0.279711219907241,0.0736250529240357,0.00717298128858021,0.00118768555620819,0.000948940679172388,0.960225809993719
"xop",0.5,0,0.0746014536874853,-0.111799800976059,3.68081508260916,0,0.00556537689228602,-0.111799800976059,3.68081508260916,0.463786462554708,0.317836516575783,0.648206154317535,0.0409760907017707,-0.0520575979135938,0.00997006053834072,0.0498664828891796,0.154206981104311,0.00556537689228602,-4.64176234530344e-05,0.000114007431323694,0.966042670893318
"sh3",0.5,0,0.101996465709643,-0.203257668574685,10.6584746371141,0,0.0104032790172585,-0.203257668574685,10.6584746371141,0.783072682097554,0.951245181576153,0.0185080338367192,0.245257426853041,-0.192162074059229,0.0786891545226363,0.204670562016524,0.22313749524967,0.0104032790172585,-0.00021567624291477,0.0011535476772532,0.969753215412872
"9pi",0.5,0,0.121192466995929,2.08320886700954,15.7971876045681,0,0.0146876140565593,2.08320886700954,15.7971876045681,0.57342545571737,0.892428302424431,0.0724591058151492,0.215852569857585,-0.0504740527437666,0.0607084436650119,0.27282646393679,0.257274707275116,0.0146876140565593,0.00370817049184953,0.00340786419862042,0.96488740823958
"k2j",0.5,0,0.143091639000205,-0.797453408725094,5.45133365702537,0,0.020475217151765,-0.797453408725094,5.45133365702537,0.152749497210607,0.565141429646848,0.0909998153123169,-0.0442664041352292,-0.0809816093438789,0.0654828827593517,0.264337371907653,0.147314246443077,0.020475217151765,-0.00233640481932621,0.00228538723495446,0.656141244959165
"6tn",0.5,0,0.0958368864340526,0.932143962787712,7.52151170881307,0,0.00918470880137349,0.932143962787712,7.52151170881307,0.619828279828653,0.871064195377843,0.0758456581779895,0.161514787497365,-0.173300026109847,0.0628385703406708,0.159460386269664,0.066227798315759,0.00918470880137349,0.0008205047104381,0.000634506271816484,0.946909853555833
"frb",0.5,0,0.0782442599629181,0.376829606913201,14.9275510830076,0,0.00612216421714472,0.376829606913201,14.9275510830076,0.772559073287994,0.975863356089117,0.0203972317146606,0.142262256430342,-0.444201931940114,0.0623627265710737,0.237803639408866,0.0753274360727625,0.00612216421714471,0.000180510504206769,0.000559497970296264,0.996260587803777
"hku",0.5,0,0.138106922568899,2.80105702968541,16.0526817637984,0,0.0190735220614519,2.80105702968541,16.0526817637984,0.87646446400322,0.772669917511152,0.0653075653478981,0.398215535348712,-0.108811142117733,0.0357924180684799,0.232353517393246,0.116327358658627,0.0190735220614519,0.00737850362868106,0.00583995348709249,0.83797748285905
"gwh",0.5,0,0.124825373597383,-0.385888662966723,8.22684004416195,0,0.0155813738937262,-0.385888662966723,8.22684004416195,0.487482822500169,0.854992873916022,0.0441653443324955,-0.0865724726551726,0.0771281280013145,0.096821596812528,0.317608929869875,0.146420110316578,0.0155813738937262,-0.000750534470479843,0.00199730574659482,0.899158218248518
"jqf",0.5,0,0.12275388736501,-2.13985062945089,15.3224238877617,0,0.0150685168632215,-2.13985062945089,15.3224238877617,0.709071357967332,0.739293060105399,0.240046223001761,-0.104905578170946,-0.436503946132969,0.0755163549000035,0.0615368656359712,0.293767619857269,0.0150685168632215,-0.00395812241307529,0.0034791126394452,0.979339283107161
"f04",0.5,0,0.110343259419269,0.47336760090221,13.7366208106649,0,0.0121756348992682,0.47336760090221,13.7366208106649,0.761148312594742,0.984429056857197,0.00606486906498016,-0.132127189313103,0.311480186178135,0.0954743518523075,0.445978653930488,0.318288866768408,0.0121756348992682,0.000635969012187303,0.00203640025906173,0.990493925922177
"70t",0.5,0,0.0706996160279925,2.49531613525048,19.2641804777036,0,0.00499843570650557,2.49531613525048,19.2641804777036,0.880640465766191,0.896643008368008,0.0279625021921752,0.177773113992432,0.0938078883652045,0.0450900364025519,0.214934269316456,0.0481428385106906,0.00499843570650558,0.000881813493791575,0.000481303210760344,0.924605510560184
"aek",0.5,0,0.103493429272458,-0.726003214240872,17.3939333913763,0,0.0107108899025732,-0.726003214240872,17.3939333913763,0.206847911467776,0.562597911199335,0.427377840546877,-0.0556518407611026,0.0271578460769248,0.0175868565425183,0.117432748005729,0.482063764214592,0.0107108899025732,-0.000804779446502555,0.00199548704706077,0.989975751746212
"tbj",0.5,0,0.141406115928205,-0.542957896287295,15.6565442510429,0,0.019995689621901,-0.542957896287295,15.6565442510429,0.199806286254898,0.967061062328572,0.00129900706518932,0.465360353892331,-0.307040051643597,0.116287455971417,0.848331031340342,0.288504571208962,0.019995689621901,-0.00153522040418644,0.00625991856628787,0.968360069393762
"g8w",0.5,0,0.0572194376915665,-1.06605882182573,9.67624898878496,0,0.00327406404973906,-1.06605882182573,9.67624898878496,0.846876400057226,0.848551431833569,0.00436111080561297,-0.0828712448958622,-0.049363213106187,0.0420597670660736,0.24213250664721,0.0849094571941423,0.00327406404973906,-0.000199715570436073,0.000103724506541892,0.852912542639182
"6xd",0.5,0,0.141887580729607,-0.74044961835552,14.2576837397026,0,0.0201320855653006,-0.74044961835552,14.2576837397026,0.995690477313474,0.998064118555538,0.00054980454519398,0.471252926847721,-0.941099693168056,0.134559583026054,0.632036359484227,0.594829986999299,0.0201320855653007,-0.00211508908941484,0.0057786516126026,0.998613923100732
"1wk",0.5,0,0.144482263328355,-2.15026491907336,7.31412016261057,0,0.0208751244164841,-2.15026491907336,7.31412016261057,0.682736360700801,0.564858327236526,0.120963459780546,-0.348449975929326,0.0509673322970374,0.0457998003033728,0.119936596963008,0.062763745530609,0.0208751244164841,-0.0064853822478549,0.00318728013647786,0.685821787017073
"5c9",0.5,0,0.142952657694957,-0.133422456386305,7.36035590384899,0,0.0204354623420514,-0.133422456386305,7.36035590384899,0.671580374939367,0.176622728846891,0.606252862330557,-0.0380276708402434,0.121586794666403,0.271220690851155,0.0645206080475408,0.0595249213358888,0.0204354623420514,-0.000389767509236407,0.00307374439987952,0.782875591177447
"26b",0.5,0,0.121540437146701,-0.597165462555445,6.24238660539704,0,0.0147720778618111,-0.597165462555445,6.24238660539704,0.0154082607477903,0.00469338797843566,0.503072236146602,-0.097486410222249,0.103068694326862,0.399565492419087,0.0621112948131938,0.0545080642032983,0.0147720778618111,-0.00107215373839751,0.0013621779257665,0.507765624125037
"tny",0.5,0,0.147242953007156,-2.15060650315564,13.3175684119403,0,0.0216804872102674,-2.15060650315564,13.3175684119403,0.685268590925261,0.825960404401519,0.111614650979127,-0.179863004210561,-0.235198035493442,0.0732393032992707,0.083936763374907,0.356573129324907,0.0216804872102674,-0.00686537890226101,0.00625983680976069,0.937575055380646
"g73",0.5,0,0.140267931772664,-0.496409365073704,4.61748194639206,0,0.0196750926837807,-0.496409365073704,4.61748194639206,0.0741581926122308,0.764419979902224,0.054943681279647,0.225190163424986,-0.216921605242089,0.072649870232425,0.148665504872483,0.110351979407578,0.0196750926837807,-0.00136998290027101,0.00178747007527365,0.819363661181871
"vp9",0.5,0,0.122618279954394,0.0365440002680261,12.1940024439248,0,0.0150352425789742,0.0365440002680261,12.1940024439248,0.481365981511772,0.866762161057111,0.0561074535692924,-0.228559777480232,0.0342391814165595,0.0657128243923557,0.0731061797643169,0.319052723964618,0.0150352425789742,6.73723575059935e-05,0.00275655813813848,0.922869614626404
"153",0.5,0,0.0736014888676682,1.7237883401921,18.913439634661,0,0.00541717916353748,1.7237883401921,18.913439634661,0.278021415462717,0.956529620766404,0.00296602901913629,0.343382008965801,0.174714540549607,0.0587931735491301,0.361950467638904,0.0408495215145546,0.00541717916353748,0.000687295875673361,0.000555030585933673,0.959495649785541
"hx2",0.5,0,0.148271400614089,1.68947397598653,16.7617545200619,0,0.0219844082400637,1.68947397598653,16.7617545200619,0.478738890727982,0.926314853355274,0.0301536787850773,0.124029801397471,0.370864879949749,0.08537749603597,0.501764996652374,0.132341271196407,0.0219844082400637,0.00550710905349975,0.00810119407142855,0.956468532140351
"w4q",0.5,0,0.122623439842113,1.11513324818437,4.53694872745232,0,0.0150365079987124,1.11513324818437,4.53694872745232,0.462589073460549,0.790917572810568,0.020493497003771,-0.187862636066799,0.234296394161979,0.028297039143811,0.188749714877992,0.0535207219342646,0.0150365079987124,0.00205611427920515,0.00102578855822516,0.811411069814339
"zw9",0.5,0,0.143986486272832,-2.94837635776082,16.891473243458,0,0.0207321082291963,-2.94837635776082,16.891473243458,0.194832002045587,0.85482034259216,0.135621421443555,-0.270901405656566,-0.62510591809832,0.0457042305834137,0.109061910679916,0.397600171833252,0.0207321082291963,-0.00880132627506085,0.00726029829334413,0.990441764035715
"8ho",0.5,0,0.148524616760104,0.788102533193751,9.60432675903814,0,0.0220595617837357,0.788102533193751,9.60432675903814,0.270773779368028,0.982297209732755,0.0174790742668919,0.287877886339106,0.239635264206924,0.134245343018578,0.384784443249749,1.12097995120253,0.0220595617837357,0.00258212965086372,0.00467369846040982,0.999776283999647
"8c5",0.5,0,0.141446710343457,-1.18656499139691,17.9599595006912,0,0.020007171866986,-1.18656499139691,17.9599595006912,0.879212939646095,0.84997619956116,0.114484226158207,0.10400945161564,-0.452661474680121,0.0235018973585342,0.277620994136557,0.247261051461231,0.020007171866986,-0.00335791798825702,0.00718913698168363,0.964460425719367
"z09",0.5,0,0.131294462105949,-1.43044231929117,17.9290826488763,0,0.0172382357796905,-1.43044231929117,17.9290826488763,0.213409677147865,0.88639483530367,0.0694516735443239,-0.187468290075124,0.263060930488867,0.0542205815751158,0.339262360218067,0.160683325118565,0.0172382357796905,-0.00323749849349068,0.0053277483391365,0.955846508847994
"qwj",0.5,0,0.122842755657082,1.01859633618726,17.8620290641805,0,0.0150903426174255,1.01859633618726,17.8620290641805,0.111466652248055,0.888047294637586,0.110274237769817,0.186336161941546,-0.785292772912592,0.0682254222503503,0.220568447476269,0.430800443931959,0.0150903426174255,0.00188821202961986,0.00406751339929007,0.998321532407403
"hap",0.5,0,0.108269253698516,-0.0526618665342885,7.74771493690195,0,0.0117222312964337,-0.0526618665342885,7.74771493690195,0.482191606424749,0.852290921030319,0.112359268902929,0.0836320410759352,-0.243001679792326,0.0707902184395356,0.183901076972693,0.148276484493762,0.0117222312964337,-6.68361888756377e-05,0.0010646189837601,0.964650189933248
"bnl",0.5,0,0.124424105446564,0.805377429528744,8.15432147338129,0,0.0154813580161778,0.805377429528744,8.15432147338129,0.0579197034239769,0.159978103706131,0.0485978267144515,0.333624891164147,-0.0089075705542645,0.188447006401405,0.130866341755737,0.0612694895765928,0.0154813580161778,0.00155136159360565,0.00195436617320006,0.208575930420582
"zh8",0.5,0,0.131790664850019,-0.642564132485488,18.2448646098227,0,0.0173687793416099,-0.642564132485488,18.2448646098227,0.97367399954237,0.848806731935652,0.124678781201146,0.14242632507871,-0.265881122728774,0.0616000250363033,0.205599085382896,0.404533654738214,0.0173687793416099,-0.00147085691477915,0.00550401033242746,0.973485513136798
"i5c",0.5,0,0.112570937352944,0.655765532643266,15.9758159272464,0,0.0126722159365205,0.655765532643266,15.9758159272464,0.852353792637587,0.824156593326852,0.10157840473324,0.145377323955529,0.011856997208751,0.0437846137039469,0.100580369686446,0.320116450040691,0.0126722159365205,0.000935464763331158,0.0025654773071735,0.925734998060092
"bai",0.5,0,0.126855587674726,1.35841211183322,18.6325884522592,0,0.0160923401243,1.35841211183322,18.6325884522592,0.113004040671512,0.908980463375142,0.055040269189996,-0.00681159382079599,0.302810918193353,0.0595119075779233,0.361931016355805,0.249497875921262,0.0160923401243,0.00277306691831453,0.00482515865532222,0.964020732565138
"gm1",0.5,0,0.0880104284818059,-0.984723672273932,18.8260521596097,0,0.00774583552155108,-0.984723672273932,18.8260521596097,0.946881564334035,0.921959781561232,0.0304017422348991,-0.0877064245572461,0.0659887773850989,0.0625365769126503,0.315019569755486,0.119621499303096,0.00774583552155108,-0.000671300212090052,0.00112952487366283,0.952361523796131
"tnp",0.5,0,0.0586019552942897,0.417466407072968,6.32995018558842,0,0.00343418916431393,0.417466407072968,6.32995018558842,0.678852553945035,0.654604135568392,0.238839540346976,0.0409146670980594,-0.0483435651397386,0.0260501434113517,0.081435699457195,0.0824613259068168,0.00343418916431393,8.40151978663109e-05,7.46532500251283e-05,0.893443675915368
"g8l",0.5,0,0.143176966197267,-1.43836073828921,18.6426145956135,0,0.0204996436494533,-1.43836073828921,18.6426145956135,0.702743525616825,0.988417071192878,0.00132300582096045,0.745473925885282,-0.684949909019207,0.116938835517533,0.450292918086207,0.331784050007014,0.0204996436494533,-0.0042216992126362,0.00783428641063193,0.989740077013838
"y_m",0.5,0,0.0635371253129686,2.83089657874955,17.8719841645554,0,0.00403696629303588,2.83089657874955,17.8719841645554,0.199748476501554,0.927599326243617,0.0545231637523104,0.126785947047998,0.15702347996995,0.0346039683862036,0.160999247766736,0.0724567157299668,0.00403696629303588,0.000726117140051574,0.000291261456851225,0.982122489995928
"tj2",0.5,0,0.14575989738087,-0.121493622196431,17.1028542491791,0,0.0212459476844818,-0.121493622196431,17.1028542491791,0.956453644670546,0.964510994376346,0.0346887070927578,0.166547763200162,-0.570058591496672,0.128499088354709,0.298561521233391,1.10443397662396,0.0212459476844818,-0.000376242318413582,0.007720062390874,0.999199701469104
"lhg",0.5,0,0.118236272753893,0.454177709952668,9.95393587747322,0,0.013979816194733,0.454177709952668,9.95393587747322,0.88998985523358,0.482280799675716,0.328928935800175,0.0228534263080116,0.0178492866754256,0.0136763986254074,0.0890956158666063,0.239188000386539,0.013979816194733,0.00075072003831175,0.00194535005458388,0.811209735475891
"osw",0.5,0,0.0248302031447595,1.26966967561389,14.1698932035283,0,0.000616538988210026,1.26966967561389,14.1698932035283,0.544088711729273,0.893905958314024,0.046150118465588,0.0613135237700515,0.00843457469619091,0.0116659886412309,0.0183389275478172,0.0694537244620801,0.000616538988210026,1.94371043052726e-05,5.38626439533031e-06,0.940056076779612
"7fg",0.5,0,0.129840054355496,-1.4797193852398,14.2148491824555,0,0.0168584397150383,-1.4797193852398,14.2148491824555,0.688286959426478,0.88143853121948,0.0373185541413721,0.234693764072725,-0.316630642176595,0.038824907750081,0.239028671653378,0.187968816428952,0.0168584397150383,-0.00323895884099199,0.0040399594941273,0.918757085360852
"djq",0.5,0,0.0977814852423111,0.273758072513523,10.0390157020885,0,0.0095612188561923,0.273758072513523,10.0390157020885,0.51318458863534,0.99987790998495,0.000109817199030421,0.826273977359532,0.385965213265866,0.0969111838385366,0.776176040631662,1.50005651990047,0.0095612188561923,0.000255939208982919,0.000917735754931044,0.999987727183981
"hcn",0.5,0,0.129435567985536,-0.501559463456483,4.42821142537176,0,0.0167535662597382,-0.501559463456483,4.42821142537176,0.179209335241467,0.81206047650549,0.183574074151895,-0.0711995395875848,-0.490084592664928,0.111172070778374,0.153991668304184,0.151322314581155,0.0167535662597382,-0.00108763539029649,0.00124291916144575,0.995634550657385
"0fi",0.5,0,0.090699830955048,-1.0952394746308,16.1303061285279,0,0.00822645933527428,-1.0952394746308,16.1303061285279,0.254840003326535,0.479621303994059,0.510941763709477,-0.0457179929290299,-0.306999601625507,0.0775942409606581,0.0430469719246414,0.325068069152856,0.00822645933527428,-0.000817200307054291,0.00109161255056992,0.990563067703536
"5s6",0.5,0,0.142899710132713,0.715019309783006,5.16907931007134,0,0.0204203271560135,0.715019309783006,5.16907931007134,0.763644230552018,0.439134095193491,0.519282856635998,-0.0490043158402291,0.00566788224193848,0.17232163686765,0.0553703301821549,0.272707850740053,0.0204203271560135,0.00208646841154063,0.00215545314691663,0.95841695182949
"a02",0.5,0,0.105042709567206,-2.47344245956491,11.7678300999323,0,0.0110339708332204,-2.47344245956491,11.7678300999323,0.25943172746338,0.8669420446306,0.0372684852266463,-0.0460101818897476,-0.234354098553223,0.0349230462483954,0.223194775014715,0.1483024814087,0.0110339708332204,-0.00286681428032496,0.001432715808235,0.904210529857247
"dzk",0.5,0,0.0717352539352334,0.27516846531338,12.1352306824782,0,0.00514594665715243,0.27516846531338,12.1352306824782,0.672731822822243,0.959891270938063,0.0391677964099496,-0.0985980917333804,0.521598830408298,0.0636165124930327,0.116787737116692,0.288612376579344,0.00514594665715243,0.000101577280562925,0.000321350216172818,0.999059067348012
"e8s",0.5,0,0.137774677783764,0.0224332901821673,7.01759565677632,0,0.01898186183842,0.0224332901821673,7.01759565677632,0.170155944302678,0.948931307085695,0.0084076709606418,0.20976983176585,-0.162336399634884,0.120744518894979,0.425965989543656,0.22183199280573,0.01898186183842,5.86679868737726e-05,0.00252851746204626,0.957338978046336
"75e",0.5,0,0.149067148651152,-0.116977264977653,5.59917492900727,0,0.0222210148069848,-0.116977264977653,5.59917492900727,0.0826141461730003,0.93451808135336,0.0610406911800119,0.116852038839168,-0.352314158847075,0.135926023562479,0.209105419951003,0.442097962055772,0.0222210148069848,-0.00038747822011909,0.00276472419650148,0.995558772533372
"wyu",0.5,0,0.0514917795611325,-1.37204084663051,13.9628564675761,0,0.00265140336237226,-1.37204084663051,13.9628564675761,0.996224081376567,0.81870546815735,0.159834599132446,-0.0424922363158542,0.0337531369748794,0.0152009928278173,0.103744455658543,0.133755477949259,0.00265140336237226,-0.000187318531684856,9.81580402634572e-05,0.978540067289796
"elb",0.5,0,0.0971543316790048,-0.584181662516317,8.89648719354858,0,0.00943896416399409,-0.584181662516317,8.89648719354858,0.263804207323119,0.890856468630363,0.0340471143977336,-0.186627338796338,0.0628732930769567,0.0706164134338543,0.200033199150456,0.169144908366532,0.00943896416399409,-0.000535715764089089,0.0007926240258193,0.924903583028097
"rdw",0.5,0,0.125290387928358,2.35085389906775,11.7608534490705,0,0.0156976813072384,2.35085389906775,11.7608534490705,0.755678500980139,0.108014627519153,0.278704643623088,0.0375586814974889,-0.0533752252834141,0.239018676365642,0.0713889253462709,0.0473693519031701,0.0156976813072384,0.00462358558617255,0.00289807655799073,0.386719271142241
"hak",0.5,0,0.13605355965973,-1.68515985238793,17.4586701360275,0,0.0185105710960838,-1.68515985238793,17.4586701360275,0.347380892373621,0.663552743534091,0.296231256712711,0.144786509496373,-0.214553847816513,0.0449170559953649,0.0295215862491389,0.419682226316328,0.0185105710960838,-0.00424395559179577,0.00598206042436979,0.959784000246802
